id,genre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo
6KWcq5p0wsz97N3eoRUSH6,punk,0.615,0.81,-6.137,0.0506,0.0358,0.0,0.728,143.054
330cmrgtnIj4NtPTYdDOZv,punk,0.564,0.918,-4.096,0.0723,0.00311,0.0,0.739,157.921
6gc4LhCNFbbs6wQDgafu7b,punk,0.537,0.783,-5.409,0.0529,0.000109,6.86e-06,0.369,160.032
0xeYgM5UfwXZ1JEdT2MkhQ,punk,0.416,0.807,-7.144,0.0812,0.0137,1.99e-05,0.2,102.774
6p9sPxEVx6Y2eiyh6JtRZD,punk,0.475,0.826,-6.121,0.0532,0.0222,0.0,0.422,167.071
7rM9rmTzA4SEvtc9M6MKss,punk,0.663,0.734,-4.556,0.0351,0.0225,0.0,0.628,119.97
30zjD8uAoLLckluGf0PNV6,punk,0.611,0.639,-7.044,0.0294,0.0176,2.92e-06,0.257,140.052
6zCimRlaMJgG8opWW7hJWq,punk,0.495,0.965,-2.964,0.188,0.00267,0.0,0.254,100.028
4GiCZJGBYSQxLFfKo8TKcW,punk,0.502,0.966,-3.876,0.0946,0.00575,1.56e-06,0.638,159.948
3RZUB9yNsv5GM6akvEOHVd,punk,0.447,0.967,-2.706,0.0793,0.00448,0.0,0.606,179.991
3tp6eeAI4Fx3NmWSscSFKI,punk,0.554,0.976,-2.599,0.134,0.00318,0.0,0.354,102.089
6n32mIsZpY5uNvC2pEiajO,punk,0.532,0.879,-4.751,0.0404,0.00737,9.9e-06,0.735,159.949
4oiD8snd2JZidBlhaX8ESh,punk,0.536,0.914,-2.683,0.131,0.0173,0.000374,0.0,159.501
7aRSQs985lnRPXbNBTMbqg,punk,0.485,0.948,-2.68,0.131,0.00689,0.0,0.481,162.966
2FoPT8j1t2bYcJcxZTnBoA,punk,0.331,0.672,-5.679,0.0324,0.00877,1.47e-06,0.211,115.001
1PJDUWVyPfxo3F18BRdR5o,punk,0.568,0.932,-2.925,0.0987,0.00271,0.0,0.752,88.519
2GkoxlA77BUo6v4mfs4LKf,punk,0.475,0.96,-2.438,0.12,0.00283,0.0,0.474,160.093
2ATMDoCoODGGX3gng6gnFp,punk,0.463,0.952,-3.828,0.147,0.0113,0.0,0.429,170.066
2dHllDY9eY0FREaQ5eE8FX,punk,0.562,0.976,-2.865,0.0585,0.00446,0.0,0.571,100.024
2I0NZTHCohq5vfKk826lku,punk,0.478,0.947,-3.644,0.0778,0.000816,0.0,0.524,158.004
3lSMHg7LqoYCiEvKNBUFqI,punk,0.532,0.973,-3.064,0.168,0.000461,0.0,0.477,130.042
0lMTxBdYXm0D6fFZ6iVS9t,punk,0.348,0.675,-5.889,0.0428,0.0571,0.0,0.206,179.91
2lpLxnQZCcMQCAuj8XKMhM,punk,0.407,0.896,-2.024,0.0936,0.00114,0.00479,0.329,104.342
56EOS6fnBy0KAhRZDbiChm,punk,0.445,0.947,-2.513,0.124,0.00389,0.0,0.768,184.988
45aJXmGJ455TBsaFK28kMO,punk,0.463,0.949,-3.092,0.0978,0.00814,1.3e-05,0.577,162.02
5VCj9TMyos9HRL6YkI4niW,punk,0.444,0.912,-4.197,0.0722,0.00318,0.0,0.325,157.962
7gIdZOrxxiOed327Xg6RYa,punk,0.405,0.951,-2.539,0.116,0.00238,7.1e-06,0.411,164.965
5yBNvJ8ePFxfKx9cWIYddE,punk,0.617,0.936,-3.686,0.0849,0.0108,0.0,0.607,124.024
4H82ToPVvLKWiYHo1PEVih,punk,0.545,0.885,-4.416,0.0473,0.0264,4.45e-05,0.391,123.03
7k3eVl4wLwPlNFb010CO4I,punk,0.396,0.947,-3.417,0.143,0.00134,0.0,0.326,181.044
1HtwQdR7yqGgUShAi3bF6E,punk,0.528,0.937,-2.986,0.0758,0.0142,0.0,0.368,107.482
24YCDwZuLy8gjev7nynMS2,punk,0.486,0.867,-4.769,0.0637,0.125,0.0,0.628,168.897
6ljxUJ2cFF4UF60XXGZ5VS,punk,0.531,0.799,-4.903,0.0898,0.0156,0.00154,0.364,175.096
1ZTUVxfxPE26TeLlBqNPQN,punk,0.0,0.948,-3.083,0.0,0.000553,3.43e-05,0.0,0.0
1A5PPfbQ8ZASZVV3xxqeIt,punk,0.467,0.653,-7.349,0.0286,0.619,1.22e-05,0.585,78.958
2NQSXQ9IeQfS41qw6PFovq,punk,0.495,0.965,-2.964,0.188,0.00267,0.0,0.254,100.028
1edxZi8FZ1IKAotHRurs7w,punk,0.502,0.966,-3.876,0.0946,0.00575,1.56e-06,0.638,159.948
4mPPaoNK09wgF0RSBWXD9V,punk,0.447,0.967,-2.706,0.0793,0.00448,0.0,0.606,179.991
4fO7Gu49wwuiq3tCkqUJ46,punk,0.554,0.976,-2.599,0.134,0.00318,0.0,0.354,102.089
42cgflAdNgI0TrQM8BqvxI,punk,0.532,0.879,-4.751,0.0404,0.00737,9.9e-06,0.735,159.949
30gC55td8iKXWenVwkj21L,punk,0.536,0.914,-2.683,0.131,0.0173,0.000374,0.0,159.501
6XtrMjkNfRb0XjmlzefbJq,punk,0.485,0.948,-2.68,0.131,0.00689,0.0,0.481,162.966
0kU3Xpoxjj1ZA5PLxAgakk,punk,0.331,0.672,-5.679,0.0324,0.00877,1.47e-06,0.211,115.001
0mrpC8W7QexL1SyNHjZY9n,punk,0.568,0.932,-2.925,0.0987,0.00271,0.0,0.752,88.519
1XJu0CRUnIoive1OU111Wp,punk,0.475,0.96,-2.438,0.12,0.00283,0.0,0.474,160.093
5VzbVju1ZrPqiphmeyLE1g,punk,0.463,0.952,-3.828,0.147,0.0113,0.0,0.429,170.066
5d9ea5k8Gocz112gHN7S7R,punk,0.562,0.976,-2.865,0.0585,0.00446,0.0,0.571,100.024
3HT7MG7IZybsA1a5AG7Tl2,punk,0.478,0.947,-3.644,0.0778,0.000816,0.0,0.524,158.004
4pYxviLBpp376wLJCnZkhC,punk,0.532,0.973,-3.064,0.168,0.000461,0.0,0.477,130.042
0tEKyEu3IcvgpYAoMAAGqI,punk,0.348,0.675,-5.889,0.0428,0.0571,0.0,0.206,179.91
62Cv4CoAPLMkzduuenkP6K,punk,0.407,0.896,-2.024,0.0936,0.00114,0.00479,0.329,104.342
64uZdV31gETtp8Pmg1KvWj,punk,0.445,0.947,-2.513,0.124,0.00389,0.0,0.768,184.988
1gofFAslBqWqeZ1F73GaJe,punk,0.463,0.949,-3.092,0.0978,0.00814,1.3e-05,0.577,162.02
3u4CBb9wt40Wo2v6PcKJff,punk,0.444,0.912,-4.197,0.0722,0.00318,0.0,0.325,157.962
2rgtwBqHjRGo5tWzd5Lkrm,punk,0.405,0.951,-2.539,0.116,0.00238,7.1e-06,0.411,164.965
6oS4DRDIVLIPWieIMQBAMq,punk,0.617,0.936,-3.686,0.0849,0.0108,0.0,0.607,124.024
3OaLn7AY8g4J10EMgxazGh,punk,0.545,0.885,-4.416,0.0473,0.0264,4.45e-05,0.391,123.03
4MZUeUMDwVt8bUTDrle05I,punk,0.396,0.947,-3.417,0.143,0.00134,0.0,0.326,181.044
3McsQb9vsF9snVh2ku101H,punk,0.528,0.937,-2.986,0.0758,0.0142,0.0,0.368,107.482
5GFixlRubbXY7ixdQSrv0t,punk,0.486,0.867,-4.769,0.0637,0.125,0.0,0.628,168.897
4TIaeFhMgkAZ97QUvrnUo9,punk,0.531,0.799,-4.903,0.0898,0.0156,0.00154,0.364,175.096
2Ekzlj8HqZDRbuXq5ODr5R,punk,0.0,0.948,-3.083,0.0,0.000553,3.43e-05,0.0,0.0
2hQRxgtDliE6eD7NmEfpuD,punk,0.467,0.653,-7.349,0.0286,0.619,1.22e-05,0.585,78.958
7qLTXx7crEEtkbI2TAflqd,punk,0.49,0.965,-2.964,0.187,0.00248,0.0,0.25,100.025
12YGKHMw1l36tXlgU2Vrjj,punk,0.503,0.966,-3.876,0.0944,0.00572,1.55e-06,0.638,159.95
4vQ6z9ZL5mdcQLmbZBvXrl,punk,0.447,0.967,-2.706,0.0791,0.00448,0.0,0.606,179.999
5BywDrYLijkGwu9RYQAp9z,punk,0.554,0.976,-2.599,0.132,0.00318,0.0,0.357,102.093
3CWl8qwzoDGS3Xp4NGU8E5,punk,0.532,0.88,-4.751,0.0404,0.00737,9.9e-06,0.743,159.95
68cv3crKPiByHtVtEVWFbP,punk,0.536,0.914,-2.683,0.131,0.0173,0.000374,0.0,159.488
2XMkfcvnq8IUwiI5ptkFzL,punk,0.485,0.948,-2.68,0.131,0.00689,0.0,0.481,162.966
6OSb3O57uj7GCavzdjcXHg,punk,0.33,0.673,-5.681,0.0325,0.00882,1.31e-06,0.213,115.001
5pBU4F0THeCAKptKwKStRY,punk,0.569,0.934,-2.925,0.0991,0.00269,0.0,0.737,88.519
3GK1OPrzKgLaq2lwbMIu12,punk,0.474,0.96,-2.438,0.119,0.00283,0.0,0.473,160.093
34pUGmhFsCw8QmwsUo8vrM,punk,0.463,0.953,-3.828,0.146,0.0113,0.0,0.429,170.069
0l76LzEOcBiTVpoLuCHshx,punk,0.562,0.976,-2.865,0.0582,0.00446,0.0,0.57,100.022
2USJYiIo3g8dt9a2qzD9fG,punk,0.478,0.948,-3.644,0.0782,0.000848,0.0,0.524,158.006
3RbP4XD1IKatJdo8PV6TzW,punk,0.532,0.973,-3.064,0.168,0.000461,0.0,0.477,130.038
4h2qaSvNfb9d4SoEaMu7Rf,punk,0.466,0.675,-5.889,0.0344,0.0571,0.0,0.205,90.003
6ml7RDzHmKKT4MQJt69tjq,punk,0.407,0.896,-2.024,0.0936,0.00114,0.00479,0.329,104.342
58GQbxGwV97Tv8BrNLIOA8,punk,0.445,0.947,-2.513,0.124,0.00389,0.0,0.767,184.979
4C3jr01eft6Vt7zblEnvSN,punk,0.463,0.949,-3.092,0.0985,0.00814,1.3e-05,0.577,162.023
3sGwayfsVsKWXFPFFTyej7,punk,0.442,0.914,-4.195,0.0721,0.0032,0.0,0.33,157.989
2NHgQbvCGSRgpVoq3neiZU,punk,0.409,0.951,-2.538,0.0995,0.00233,8.71e-06,0.421,164.981
57hqkwF3UwiGuPW4zTanRE,punk,0.602,0.936,-3.686,0.134,0.0105,0.0,0.573,123.964
1mFPB1mnMgHd5pKkpLQLkA,punk,0.545,0.885,-4.416,0.0473,0.0264,4.33e-05,0.394,123.023
0tqtKbtwBiWVllJEKDyv4n,punk,0.399,0.947,-3.417,0.148,0.00134,0.0,0.324,181.096
54qDgCI7jdrQBGU3KGC1Mn,punk,0.528,0.937,-2.986,0.0755,0.0142,0.0,0.368,107.483
61ZNo3lEBazGFPNqwIHkTV,punk,0.533,0.867,-4.768,0.0575,0.126,0.0,0.621,84.488
0RmMGGZl4PvbYdS6bDVIqP,punk,0.531,0.799,-4.904,0.0898,0.0156,0.00154,0.363,175.097
6a8QsOGavX7imQPOEAkbRv,punk,0.0,0.948,-3.083,0.0,0.000553,3.43e-05,0.0,0.0
3YfjCNWTxiLAhmp80aDTNA,punk,0.467,0.653,-7.349,0.0286,0.619,1.22e-05,0.586,78.947
31QcemkarZuNubRWXjQk9e,punk,0.454,0.96,-3.775,0.201,0.00191,0.0,0.204,100.069
2vyqdm7wEPRXOdL2YLrVNR,punk,0.499,0.962,-4.726,0.0816,0.00639,1.84e-06,0.696,159.953
1hcLZVieVE3VysKQlRc0oh,punk,0.442,0.955,-3.596,0.085,0.00599,0.0,0.582,179.965
0Qs8QiXilTK20BlxaTytuf,punk,0.553,0.971,-3.506,0.141,0.00248,0.0,0.339,102.072
5QiOwvegybtZ0rSoO4HlBM,punk,0.534,0.867,-5.559,0.0399,0.00714,1.43e-05,0.756,159.992
4Vm5zbodyC6vSU3oM7TQec,punk,0.53,0.908,-3.58,0.125,0.00744,0.000296,0.0,159.514
6LIEjihbniLopQ0jPWcwhS,punk,0.477,0.943,-3.533,0.126,0.0065,0.0,0.504,162.966
3mMxi27y3yeqc79YljEai0,punk,0.295,0.634,-6.513,0.0323,0.00966,0.0,0.209,143.393
7mHZ7istr8YZNL5bFuEPkK,punk,0.574,0.926,-3.777,0.0751,0.0024,0.0,0.734,88.494
5yHnkss23BvnIrg3JAIEUY,punk,0.463,0.958,-3.292,0.105,0.0016,0.0,0.464,160.082
1ExjE9noatbsLFpEEcOQ5N,punk,0.463,0.941,-4.689,0.137,0.0107,0.0,0.422,170.039
2CoggrQi4bry4HsKoUDejX,punk,0.562,0.968,-3.718,0.0567,0.00371,0.0,0.564,99.98
2lmVjOWvM1aW4kOiFcsP11,punk,0.472,0.938,-4.503,0.0714,0.00107,0.0,0.515,157.988
0Ptq6t3H4NzggoLaCefWqY,punk,0.529,0.967,-3.929,0.152,0.000545,0.0,0.53,130.024
5BxR7kndB8ZPOlSUWYYMCb,punk,0.467,0.657,-6.672,0.0385,0.0422,0.0,0.201,89.976
25GQN5efaRvtkcVuPFcDMy,punk,0.395,0.894,-2.901,0.0794,0.00104,0.00399,0.318,104.352
4rmFSdLO2TGV8R24CyZExs,punk,0.516,0.94,-3.376,0.109,0.00336,0.0,0.764,92.367
3LCZOXJXp8gYgdDZAC4VVT,punk,0.469,0.937,-3.933,0.0912,0.00668,1.28e-05,0.611,161.948
1Y3rYuebFtFPyZb0N7VHl5,punk,0.444,0.903,-5.016,0.0683,0.00271,0.0,0.385,157.943
19G6yOfWic5yz56DFOqxvj,punk,0.403,0.94,-3.399,0.0957,0.00226,1.26e-05,0.41,165.046
3EL1KsnQD79lAfEA6rwEFQ,punk,0.618,0.928,-4.526,0.0818,0.00994,0.0,0.591,124.031
7sonqAonN4B0zOGvgItlur,punk,0.542,0.87,-5.291,0.0467,0.0235,5.87e-05,0.371,123.036
4BW2xeDsIP5wkMyCDvFHXp,punk,0.389,0.937,-4.277,0.132,0.00123,0.0,0.351,181.02
1WqYKS22gDvWjcoCyKA8bC,punk,0.533,0.925,-3.834,0.0706,0.0118,0.0,0.385,107.498
6tZxbqRQp1Jr2MmcqYuvhZ,punk,0.486,0.844,-5.614,0.0602,0.125,0.0,0.624,168.962
4bV6FbjiYcTws6NwrOtFt5,punk,0.534,0.77,-5.778,0.094,0.0171,0.00214,0.355,175.064
3vDpDW0YflHnCS4WRxpU0c,punk,0.418,0.945,-3.93,0.179,0.000519,1.35e-05,0.213,96.551
3wh17XPbUi1wlWvrrJEJRI,punk,0.389,0.628,-8.193,0.0284,0.614,1.38e-05,0.585,159.446
0oOOVSZGuPriWBqwbh0uuJ,punk,0.495,0.965,-2.964,0.188,0.00267,0.0,0.254,100.028
44TuSOP6xIAEeJmZsN3nXO,punk,0.502,0.966,-3.876,0.0946,0.00575,1.56e-06,0.638,159.948
6EE19skJ32p58xihYj2Waa,punk,0.447,0.967,-2.706,0.0793,0.00448,0.0,0.606,179.991
1kVWn6BRzI9CwGz2vwmXlH,punk,0.554,0.976,-2.599,0.134,0.00318,0.0,0.354,102.089
3XNwHDhzksSGjQf2jBCsih,punk,0.532,0.879,-4.751,0.0404,0.00737,9.9e-06,0.735,159.949
1oBECT3z0l4yfVnUjzen8M,punk,0.536,0.914,-2.683,0.131,0.0173,0.000374,0.0,159.501
5Uwm4pdpaaW3yari6ymMTT,punk,0.485,0.948,-2.68,0.131,0.00689,0.0,0.481,162.966
7fYOZjdpOv8dBtzPnXysOG,punk,0.331,0.672,-5.679,0.0324,0.00877,1.47e-06,0.211,115.001
6ndjTv3CjbsbefFfYk7UQk,punk,0.568,0.932,-2.925,0.0987,0.00271,0.0,0.752,88.519
67xAnaQ4MxboDsl8kKRup0,punk,0.475,0.96,-2.438,0.12,0.00283,0.0,0.474,160.093
4GWOuX0NMBTLKyUb8aLHnL,punk,0.463,0.952,-3.828,0.147,0.0113,0.0,0.429,170.066
7I1kCwxYTKdhGmYxvB9uBB,punk,0.562,0.976,-2.865,0.0585,0.00446,0.0,0.571,100.024
68jM3HGqCToav6bsNY2slc,punk,0.478,0.947,-3.644,0.0778,0.000816,0.0,0.524,158.004
6MwPuDc52KxhkPvccmU5rE,punk,0.532,0.973,-3.064,0.168,0.000461,0.0,0.477,130.042
08aMpsxjozNNQPVnnE1QaC,punk,0.348,0.675,-5.889,0.0428,0.0571,0.0,0.206,179.91
49gkxU2Vpse5FLfJ9sSJxf,punk,0.407,0.896,-2.024,0.0936,0.00114,0.00479,0.329,104.342
4Gc2b5exhdvAbkTNXJHNeN,punk,0.495,0.965,-2.964,0.188,0.00267,0.0,0.254,100.028
0fZN43I6fQch0AMGtw3VUk,punk,0.502,0.966,-3.876,0.0946,0.00575,1.56e-06,0.638,159.948
3IVgsqSh3IQtYD7LA1aL4C,punk,0.447,0.967,-2.706,0.0793,0.00448,0.0,0.606,179.991
4MQUkqultMWsR2EcwLdA8k,punk,0.554,0.976,-2.599,0.134,0.00318,0.0,0.354,102.089
5YFKj6EZz2emx1V4xbRGmM,punk,0.532,0.879,-4.751,0.0404,0.00737,9.9e-06,0.735,159.949
3EBCiDW9dZQFjGVLPmTOJX,punk,0.536,0.914,-2.683,0.131,0.0173,0.000374,0.0,159.501
3eLKX1zQwFT9m0gbuZfV6r,punk,0.485,0.948,-2.68,0.131,0.00689,0.0,0.481,162.966
6laqfdjGE3gP2ka06GRUc4,punk,0.331,0.672,-5.679,0.0324,0.00877,1.47e-06,0.211,115.001
4I95ZXS4f88p13Pl6KfvRj,punk,0.568,0.932,-2.925,0.0987,0.00271,0.0,0.752,88.519
7FQwW60JTFm3bkqffkbJIH,punk,0.475,0.96,-2.438,0.12,0.00283,0.0,0.474,160.093
1iMhDeHCZRB0X1lNKe9h7y,punk,0.463,0.952,-3.828,0.147,0.0113,0.0,0.429,170.066
0XAuHgV4R8Fmk5k2ODzjXx,punk,0.554,0.975,-2.826,0.0666,0.00243,0.0,0.557,99.986
1wD45bpjxnf8qnGSNgiqIm,punk,0.478,0.947,-3.644,0.0778,0.000816,0.0,0.524,158.004
65NzpjKlL3oDSQWlMFbjql,punk,0.532,0.973,-3.064,0.168,0.000461,0.0,0.477,130.042
4T1jQtgvhSu3uXwSC5ICvl,punk,0.348,0.675,-5.889,0.0428,0.0571,0.0,0.206,179.91
1sjdiOr3gunioTdQgLkGnE,punk,0.407,0.896,-2.024,0.0936,0.00114,0.00479,0.329,104.342
52UZYpGKehEzExi1MSqx0C,punk,0.49,0.965,-2.964,0.187,0.00248,0.0,0.25,100.025
295SjpauXeiDEY8bY1bLUX,punk,0.503,0.966,-3.876,0.0944,0.00572,1.55e-06,0.638,159.95
6txatwvNbIurFrTDSiogpc,punk,0.447,0.967,-2.706,0.0791,0.00448,0.0,0.606,179.999
60gPwX6nhY7u7s7qgebdOJ,punk,0.554,0.976,-2.599,0.132,0.00318,0.0,0.357,102.093
1B08bh3D3E1FOxvwiIQ0Ef,punk,0.532,0.88,-4.751,0.0404,0.00737,9.9e-06,0.743,159.95
4ntv1IaTJrrrZh74zXyR4G,punk,0.536,0.914,-2.683,0.131,0.0173,0.000374,0.0,159.488
4l49dtIjoDlkZI82K2LHoj,punk,0.485,0.948,-2.68,0.131,0.00689,0.0,0.481,162.966
3aNz7bBjYwMQs9cGlknJIA,punk,0.33,0.673,-5.681,0.0325,0.00882,1.31e-06,0.213,115.001
2Cf34s6sJWybi9Gi3tTx7h,punk,0.569,0.934,-2.925,0.0991,0.00269,0.0,0.737,88.519
7bx9KVrfPfN0vWlyt6FMVu,punk,0.474,0.96,-2.438,0.119,0.00283,0.0,0.473,160.093
62pSfqgNPTf0jWadiiCrUk,punk,0.463,0.953,-3.828,0.146,0.0113,0.0,0.429,170.069
1nd3vKAIotIcqCXg9WDCDi,punk,0.562,0.976,-2.865,0.0582,0.00446,0.0,0.57,100.022
4YjZiBR7FkKpPZId44e8gV,punk,0.478,0.948,-3.644,0.0782,0.000848,0.0,0.524,158.006
63907UmXeZ7baRwxt5GkAY,punk,0.532,0.973,-3.064,0.168,0.000461,0.0,0.477,130.038
61WvqZnvgu0PclovWGdkmX,punk,0.466,0.675,-5.889,0.0344,0.0571,0.0,0.205,90.003
33sgPou5d0wBNfQRxvSaqp,punk,0.407,0.896,-2.024,0.0936,0.00114,0.00479,0.329,104.342
20NwTlSsa7LKYVuAQhmmmK,punk,0.454,0.96,-3.775,0.201,0.00191,0.0,0.204,100.069
3bV9T3HDnfFy5F5wIRTitH,punk,0.499,0.962,-4.726,0.0816,0.00639,1.84e-06,0.696,159.953
5fgWGSiq7i0Z21LLoR4zUw,punk,0.442,0.955,-3.596,0.085,0.00599,0.0,0.582,179.965
6PhH1QZKG1O0dy3keoLdSG,punk,0.553,0.971,-3.506,0.141,0.00248,0.0,0.339,102.072
1LsRuH8jOWyphqjIbl53fn,punk,0.534,0.867,-5.559,0.0399,0.00714,1.43e-05,0.756,159.992
4W7uejcHAtd2nKfFkS5mKY,punk,0.53,0.908,-3.58,0.125,0.00744,0.000296,0.0,159.514
1VruTvQRUuNPjoEWPXauHe,punk,0.477,0.943,-3.533,0.126,0.0065,0.0,0.504,162.966
6nrvMfDo62rOvLUlTkTsio,punk,0.295,0.634,-6.513,0.0323,0.00966,0.0,0.209,143.393
5O8Cnk9EpT3iHbrYpx5umV,punk,0.574,0.926,-3.777,0.0751,0.0024,0.0,0.734,88.494
3XREOT1gUgrHYxAss6BqIj,punk,0.463,0.958,-3.292,0.105,0.0016,0.0,0.464,160.082
2qnIzgAuy47e4Q7ctuHNs2,punk,0.463,0.941,-4.689,0.137,0.0107,0.0,0.422,170.039
3bo5XiplMEkzzJEddEKqCu,punk,0.562,0.968,-3.718,0.0567,0.00371,0.0,0.564,99.98
5ooUASHSp46HJJRK4a25Dq,punk,0.472,0.938,-4.503,0.0714,0.00107,0.0,0.515,157.988
2EVzLCh7Bsk29Wf81q5U8i,punk,0.529,0.967,-3.929,0.152,0.000545,0.0,0.53,130.024
5ZUMpBIKI4CAWD5uq8kvnR,punk,0.467,0.657,-6.672,0.0385,0.0422,0.0,0.201,89.976
47IB2bJdJlh3fhNowPV97O,punk,0.395,0.894,-2.901,0.0794,0.00104,0.00399,0.318,104.352
6clGysfzLhx8knHzic6JDd,punk,0.49,0.965,-2.964,0.187,0.00248,0.0,0.25,100.025
0hhJgUaBC8UYYfOVbzjfYB,punk,0.503,0.966,-3.876,0.0944,0.00572,1.55e-06,0.638,159.95
5VCTq3FGTNQ3XMj3NaPxuj,punk,0.447,0.967,-2.706,0.0791,0.00448,0.0,0.606,179.999
6m2XnIFtLfZDHzG5uyCPnV,punk,0.554,0.976,-2.599,0.132,0.00318,0.0,0.357,102.093
4bb5bOQcjjlP0E1AWYnHxO,punk,0.532,0.88,-4.751,0.0404,0.00737,9.9e-06,0.743,159.95
0YBLefJ1YD90NI0JlbdQQB,punk,0.536,0.914,-2.683,0.131,0.0173,0.000374,0.0,159.488
2mW4F2YYn1YmtRdsO8wTyo,punk,0.485,0.948,-2.68,0.131,0.00689,0.0,0.481,162.966
56sKElrJIjrALdlzzeN75h,punk,0.33,0.673,-5.681,0.0325,0.00882,1.31e-06,0.213,115.001
6b0zGYukODYPhSKtr07shX,punk,0.569,0.934,-2.925,0.0991,0.00269,0.0,0.737,88.519
3E1B2kn6pXwd5vEgOhq6rq,punk,0.474,0.96,-2.438,0.119,0.00283,0.0,0.473,160.093
1PcTx2H20qqoH9QIIgOnD0,punk,0.463,0.953,-3.828,0.146,0.0113,0.0,0.429,170.069
5SaddIIsgVTAq4Sgkyqve6,punk,0.555,0.974,-2.826,0.0665,0.00243,0.0,0.556,99.991
4gvvc3MiZYlWz9IU5wwqDS,punk,0.478,0.948,-3.644,0.0782,0.000848,0.0,0.524,158.006
7842bm5ulzpH5JeTX6GguX,punk,0.532,0.973,-3.064,0.168,0.000461,0.0,0.477,130.038
0h9oZ3WAc3D3s8e1Edp5V8,punk,0.466,0.675,-5.889,0.0344,0.0571,0.0,0.205,90.003
6HwyWn3H2j9rL1JmZHGoIs,punk,0.407,0.896,-2.024,0.0936,0.00114,0.00479,0.329,104.342
0LC3SKxY9PteyLLxhfFY5d,punk,0.531,0.969,-3.967,0.0574,2.44e-05,0.0263,0.545,103.507
27uKUtjrnjx1vCKFqSDe6B,punk,0.531,0.982,-2.638,0.068,0.000698,0.00511,0.591,140.0
1bvbL0HbprbpwmzwaZczr2,punk,0.479,0.892,-5.167,0.0561,0.000295,6.31e-05,0.416,156.086
29bWDkf8qtCmsvDWOW55CJ,punk,0.541,0.889,-3.997,0.049,0.00642,1.71e-05,0.902,167.995
5v3v2oMZ3dhMyARTG9eGTi,punk,0.602,0.858,-6.754,0.0478,0.000235,0.000314,0.283,99.981
37CBvFQq5Lvuz9Adzwsw9s,punk,0.341,0.308,-14.281,0.0534,0.977,0.886,0.0673,84.77
4jNa0b3UvRtMtFRDuBW3Fe,punk,0.495,0.989,-2.667,0.0605,0.000894,4.04e-06,0.349,159.995
4M4taWkQGn3FcbH6tnH6mx,punk,0.565,0.947,-4.941,0.0479,0.000348,0.0,0.587,100.002
4mdeihtd7nOaJvp7XR370q,punk,0.603,0.816,-7.167,0.0459,0.000996,3.97e-06,0.38,91.534
3SMHffilSruwo0LKuceAbP,punk,0.437,0.962,-4.706,0.0622,0.000231,5.12e-06,0.787,162.983
3FG7KQkRj2KEK3wIOb6uFF,punk,0.349,0.97,-4.562,0.0943,0.000823,6.79e-05,0.345,185.008
7E2S4qBK9toF2Fw24h9ZHf,punk,0.565,0.868,-6.611,0.0305,0.00083,0.00989,0.345,118.032
6GFyQfO4DNtSvn9Me2OiBF,punk,0.491,0.821,-6.67,0.0464,0.0624,0.0205,0.245,74.945
1ZwFmhnj8GABP4P00lcvj9,punk,0.453,0.924,-3.607,0.0372,0.000154,0.0217,0.391,159.94
05vUWkmYZTNEbYurkbQOXK,punk,0.531,0.969,-3.967,0.0574,2.44e-05,0.0263,0.545,103.507
7GpESo4i6vfysSaKQbXSgY,punk,0.531,0.982,-2.638,0.068,0.000698,0.00511,0.591,140.0
7BSbzGJutjQ8D1TPQGeWZ1,punk,0.479,0.892,-5.167,0.0561,0.000295,6.31e-05,0.416,156.086
3XIvyIJAn7uNAFQd6xJh82,punk,0.541,0.889,-3.997,0.049,0.00642,1.71e-05,0.902,167.995
7459KgbufbpFiRezMlkx1u,punk,0.602,0.858,-6.754,0.0478,0.000235,0.000314,0.283,99.981
1lDj07pwlNLWrdFn9KVavA,punk,0.341,0.308,-14.281,0.0534,0.977,0.886,0.0673,84.77
1OHmiL5FRTN80fJ8Ig3S8r,punk,0.495,0.989,-2.667,0.0605,0.000894,4.04e-06,0.349,159.995
2TDo7IgXbCMFoaA56aSnq5,punk,0.565,0.947,-4.941,0.0479,0.000348,0.0,0.587,100.002
4UKFCgpEJpnwR8g7rMag82,punk,0.603,0.816,-7.167,0.0459,0.000996,3.97e-06,0.38,91.534
7laXE0zL8s7Bq9nqsKAYgZ,punk,0.437,0.962,-4.706,0.0622,0.000231,5.12e-06,0.787,162.983
4WhShvNKBoCtLZDPiSVrmA,punk,0.349,0.97,-4.562,0.0943,0.000823,6.79e-05,0.345,185.008
1FeF6rE7R6sRPcl6ZIrYzl,punk,0.565,0.868,-6.611,0.0305,0.00083,0.00989,0.345,118.032
3W89vBAhSpejlPailHQ0On,punk,0.491,0.821,-6.67,0.0464,0.0624,0.0205,0.245,74.945
4EsN0dixTnvPUeVFp3v0Vi,punk,0.453,0.924,-3.607,0.0372,0.000154,0.0217,0.391,159.94
2qg7jm9wp4HM6CMcZxVYOC,punk,0.531,0.969,-3.967,0.0574,2.44e-05,0.0263,0.545,103.507
1GyBZWdHDFvTz1UxzxeNC0,punk,0.531,0.982,-2.638,0.068,0.000698,0.00511,0.591,140.0
0sqQ9N6hY0ieocwrgxgJ9F,punk,0.479,0.892,-5.167,0.0561,0.000295,6.31e-05,0.416,156.086
27H8WsrkD5catdc3a2fCLV,punk,0.541,0.889,-3.997,0.049,0.00642,1.71e-05,0.902,167.995
