id,genre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo
7lgkVmz7LL5J1mtaAAQohg,world,0.424,0.394,-8.162,0.0293,0.00814,0.0,0.246,144.983
0X0kIwhRTuFoXR3eGxDpe2,world,0.504,0.701,-7.368,0.0263,0.000582,1.29e-06,0.386,96.001
50TB3ExY5lYml3AxQf0LdB,world,0.254,0.457,-7.826,0.0313,0.0424,2.18e-06,0.171,133.706
5fpu3LhQlnuc60sjDbssjW,world,0.289,0.498,-7.783,0.03,0.0751,0.0,0.2,145.997
7IZF13jeNGS6zMymw80Zn9,world,0.356,0.451,-8.146,0.0282,0.134,0.0,0.0798,81.889
7DvzIITg0QlACWgP3iLvZS,world,0.358,0.451,-7.783,0.026,0.0341,0.0,0.303,149.984
0gv9yTLGcBtsm2uJmBRgNo,world,0.507,0.656,-7.243,0.0303,0.00279,6.79e-06,0.27,120.031
6MrzVqmgD0zqFBP0KsZczI,world,0.518,0.329,-10.419,0.0266,0.512,1.58e-05,0.455,109.883
1arOOMTw7C7vRZKFpK3yGE,world,0.229,0.254,-11.844,0.029,0.34,5.9e-06,0.103,74.095
5dH4kr8FiikRNhqZTrpUI5,world,0.457,0.742,-7.256,0.0316,0.00149,0.0,0.146,132.023
2tmEeFd9ClMGogmzEdVX7j,world,0.185,0.209,-14.231,0.0368,0.535,0.534,0.0343,87.079
3qBuBRya8v7dpFxpwxxW98,world,0.143,0.557,-7.919,0.0319,0.00835,1.28e-06,0.119,167.952
2GpinY0MViDy4uWae6IJV7,world,0.196,0.264,-13.564,0.0308,0.424,1.82e-05,0.234,81.524
2Vo1CxtQb8cojhWrK7KFWD,world,0.137,0.516,-6.143,0.0361,0.00255,0.0,0.168,167.897
0zvnVhzoz6p6zPBOp88nHh,world,0.205,0.331,-10.76,0.0323,0.342,0.0,0.0997,73.862
54VvABzD5o80Q1bTfTwTQ8,world,0.311,0.602,-7.329,0.0315,0.156,0.0,0.171,172.889
4rYbIm41xXk30uRco2oNCa,world,0.516,0.772,-6.242,0.0346,0.00504,0.0,0.18,107.0
1YbosGzfTkeatRKPyT4Al9,world,0.485,0.668,-9.3,0.0261,9.58e-05,0.906,0.532,95.998
3Sr4D45Kda84z3iXIuMWlL,world,0.466,0.379,-10.884,0.0295,0.00747,0.93,0.0847,134.023
2QBqNrXfqFf9PIVxa1HMXt,world,0.369,0.371,-11.552,0.0291,0.00491,0.937,0.109,146.006
4vBKE2iwDSNduyw1O4MISE,world,0.108,0.349,-12.227,0.0304,0.0103,0.915,0.0377,82.078
6jb573hTIAUZx9egWjfEQo,world,0.383,0.475,-8.91,0.0258,0.000413,0.904,0.225,150.017
7r0Y98U1ZTu4aGW9G3QxeJ,world,0.562,0.608,-9.702,0.0275,0.000532,0.867,0.379,119.989
5UmMCceqlunL9lREMIzjUr,world,0.449,0.314,-13.213,0.0284,0.695,0.936,0.172,109.931
2aN6wXbdA1ndmJXG6IgMmi,world,0.194,0.202,-14.435,0.0342,0.138,0.924,0.0554,74.028
5qwnx1KTQiFRUIqIPfqKl9,world,0.448,0.773,-8.345,0.0273,0.000118,0.703,0.167,131.994
3SB9NuRdp2h4xAcC43vyup,world,0.142,0.452,-8.95,0.0322,0.000707,0.683,0.101,167.976
2YvrVjDSBGoNEytrh7Md0J,world,0.169,0.308,-12.857,0.0328,0.611,0.947,0.0769,112.382
3cFmo1Hvyr6gfYf8je1l99,world,0.505,0.699,-7.371,0.0263,0.000607,1.13e-06,0.372,95.998
6RA55euXLOqKcVDqqUY04V,world,0.252,0.458,-7.824,0.0314,0.0429,2.73e-06,0.144,134.104
1hGsQdBm7Z0YQatrGDRcyG,world,0.286,0.498,-7.77,0.0296,0.0751,0.0,0.227,142.516
2JWmwcXQcZI0bO93tPpQ3O,world,0.385,0.451,-8.126,0.0273,0.134,0.0,0.085,82.0
4AEFJ6sUidJYDqWLAjUD5P,world,0.199,0.452,-7.781,0.0293,0.0344,0.0,0.284,149.979
3nJ8FfrZyqL79Hxq9hgXfR,world,0.507,0.658,-7.259,0.0313,0.0026,1.05e-05,0.276,119.971
4a8OPCVkt9GttTPU63XdXe,world,0.519,0.328,-10.425,0.0266,0.518,1.58e-05,0.442,109.904
2vzitVMm3h6UTPScHYNrza,world,0.18,0.25,-11.839,0.0294,0.338,5.49e-06,0.102,75.255
0PCpvxYVeyBtIa1MXcFuTk,world,0.459,0.742,-7.275,0.0315,0.00138,0.0,0.144,132.018
5XtXuVcO9UqEvo5uKcF2ZW,world,0.0772,0.204,-14.235,0.0387,0.54,0.575,0.0351,174.121
48NM6tLI7Z3MMWTf7PhWev,world,0.405,0.562,-7.929,0.0288,0.00775,1.37e-06,0.133,111.832
6IbRfUrb2UL7fmEZxfXYU0,world,0.304,0.267,-13.522,0.0314,0.438,1.83e-05,0.211,111.946
51CQcrzsbt3ZVnAvHcKYBD,world,0.137,0.51,-6.144,0.0358,0.00235,0.0,0.174,167.83
1JqRuf1VFolpmDEBjeRLkF,world,0.153,0.328,-10.847,0.0331,0.355,0.0,0.101,146.718
0EFUuTT04CXkvqB5mtpkeu,world,0.316,0.602,-7.327,0.0313,0.164,0.0,0.173,172.896
1Ualnsk1fAY86Enkw3OaY0,world,0.514,0.774,-6.241,0.0348,0.00535,0.0,0.181,106.987
1r0Vxd0SEF4D893iYeVVxj,world,0.483,0.667,-9.293,0.0262,9.71e-05,0.894,0.504,95.993
7aTBNIJtDNHVA425pW3wa2,world,0.464,0.372,-10.873,0.0292,0.00811,0.951,0.0844,134.014
1elCTJ5VDsJM0X2RGYRVsD,world,0.362,0.37,-11.567,0.0301,0.00514,0.933,0.102,145.926
1EjwKUeHyaR3NR24Hby09x,world,0.105,0.351,-12.179,0.0307,0.0102,0.907,0.038,81.471
6RrYt8lz54cvXJiHDAHDsW,world,0.387,0.479,-8.909,0.0255,0.00041,0.92,0.22,150.039
5uEr5g4tfly55NnTgUP1Zc,world,0.563,0.588,-9.709,0.028,0.000481,0.874,0.385,119.997
5DpIRSqDAyM9ySykUO2qsR,world,0.448,0.315,-13.173,0.0277,0.688,0.926,0.177,109.948
35hI0aD5n1rMYY5LSu34qy,world,0.235,0.201,-14.456,0.034,0.144,0.909,0.0552,73.905
36SNanmXXtw9vjQTUIIqUT,world,0.442,0.77,-8.356,0.0299,0.000115,0.687,0.151,132.001
6UqpXauSjm6pU7vBMvMhYq,world,0.141,0.457,-8.954,0.032,0.000715,0.69,0.0983,168.347
2zj2b6g25Jr7OpDWYZgAv6,world,0.0772,0.304,-12.852,0.0333,0.605,0.945,0.0909,81.033
04ZM9lID5UlPBmCO2VyJ6F,world,0.14,0.671,-8.156,0.0347,3.01e-05,0.928,0.0938,172.029
7bXHynjjhieyUVyq8PfjHg,world,0.527,0.831,-9.286,0.0339,0.000582,0.931,0.287,114.983
251dYQDLe5ozFLVs3aYwLn,world,0.508,0.629,-9.412,0.0297,0.000858,0.868,0.211,140.012
16hdlk0FsvPaYbWFXythrS,world,0.475,0.425,-10.402,0.0303,0.00865,0.954,0.0978,139.031
6vNO4GgdFcyZTH3RAeWsTC,world,0.389,0.357,-12.236,0.0269,0.0345,0.908,0.0677,148.991
6OgYGbRHpmhnj6qKzJsC6w,world,0.395,0.387,-11.059,0.0272,0.113,0.924,0.0493,140.002
70yVbCPIs485e9KfxznNm1,world,0.35,0.438,-11.798,0.0306,0.000377,0.921,0.0555,81.004
532yLhTO3WS92NTVu5tr35,world,0.458,0.357,-10.83,0.0298,0.0606,0.843,0.0378,134.967
2bz3evWW6pQ1zkgyO40RtC,world,0.461,0.442,-11.357,0.029,0.226,0.911,0.177,91.991
6XS8GIIyIEtWrujPBHTriO,world,0.411,0.581,-9.485,0.0302,0.000394,0.895,0.0885,137.991
2LOG3QmvzYR4xIufXHS1ot,world,0.376,0.234,-12.601,0.0319,0.0349,0.887,0.0723,140.035
7qbUjczokcnGFIwx68aBqV,world,0.442,0.497,-10.766,0.0301,0.000676,0.916,0.0388,128.047
7l7hSZN1voZt2s3bDp1gFH,world,0.14,0.674,-8.165,0.0349,3.17e-05,0.917,0.0795,172.028
1Zj0VXbNpGDaAnP9ZbLAHs,world,0.519,0.842,-9.225,0.0341,0.000582,0.92,0.29,114.985
2fYOC3QwklTA5r9mgWK5LL,world,0.51,0.631,-9.438,0.0303,0.000669,0.855,0.191,140.029
7jSruM6a9UFksHpTOv1o5A,world,0.475,0.426,-10.345,0.034,0.00839,0.973,0.0893,139.014
2PFgzyd8dkyvP9yPPrQtoX,world,0.389,0.356,-12.128,0.027,0.0312,0.911,0.0556,148.988
3lLM24MkAPHkoJcUlFRAFD,world,0.389,0.384,-11.098,0.0277,0.11,0.915,0.065,140.044
5ahVd5kIj6YXmcgpRvk7MU,world,0.394,0.437,-11.761,0.0299,0.000329,0.897,0.0518,81.018
3VjTEcF25pkOUBLRAJ46Y8,world,0.455,0.364,-10.856,0.0302,0.0652,0.889,0.0376,134.982
3UrehExFYF5VY7YUNMKJng,world,0.38,0.447,-11.326,0.0295,0.177,0.899,0.17,92.022
7pSIUGsscxMTHpiQUb2a4v,world,0.407,0.575,-9.451,0.0296,0.000392,0.858,0.0738,137.99
4a52gMeCBYQxXKGNjVjf30,world,0.375,0.226,-12.655,0.0326,0.0371,0.906,0.0667,140.056
3MIB0wnALH7AysjWO8McNd,world,0.442,0.501,-10.768,0.03,0.000659,0.923,0.0387,128.042
3Zm6QMBYCwNZFUOmVBoVhA,world,0.478,0.333,-11.441,0.0328,0.316,0.0,0.204,74.935
21OxPURFtFrTwWGq9aJCju,world,0.517,0.155,-13.335,0.032,0.877,0.0,0.223,135.203
2DrarKE3JnOXED3kbTuLtY,world,0.374,0.338,-12.44,0.029,0.737,6.42e-05,0.0953,155.965
1Q5jFp1g2Ns4gBsHRpcqhu,world,0.49,0.231,-13.968,0.0265,0.607,0.0,0.0904,103.958
2pcV9xZcsvwQsXRR1ole1n,world,0.333,0.119,-15.373,0.0325,0.787,7.2e-05,0.0702,139.742
5uucjQhsswzAAn4tJpjujn,world,0.3,0.189,-11.753,0.0303,0.935,0.0,0.264,96.731
1ZJ8pODFM2y5DeSthUTBrC,world,0.414,0.25,-11.802,0.029,0.776,0.0,0.25,148.402
0mQaOUXJ46pdM0dHmKu5ha,world,0.321,0.148,-13.452,0.0311,0.81,0.0,0.166,139.766
2gk9L9TNH6MCr74dSxRLzm,world,0.509,0.2,-13.489,0.0337,0.83,5.53e-06,0.107,129.574
08sKY18GLyeVmfjEUU3Ryk,world,0.402,0.263,-12.643,0.0301,0.821,0.0,0.282,143.773
6OG5TBCmuTOuWCzSGsETrE,world,0.624,0.124,-11.191,0.028,0.917,0.0,0.206,78.014
35sVDinWrh5nYjpzPXe4qz,world,0.487,0.15,-10.057,0.0402,0.912,0.0,0.222,117.995
1sDCjkSLqUvmNuiLPJM4fj,world,0.291,0.124,-12.661,0.0324,0.936,2.44e-06,0.163,102.7
0rbCIePwNYXpvD451ihkVO,world,0.333,0.264,-11.301,0.0325,0.848,0.0,0.218,116.06
2s4fnSh4FZjj0oZxruiqtc,world,0.311,0.225,-14.479,0.037,0.965,0.000504,0.216,130.416
4dx1Mf0Cl6luHghe58xKAV,world,0.416,0.155,-11.227,0.0336,0.923,0.0,0.162,147.218
3JLp0nKPNJKfeFWJMJYj1g,world,0.563,0.307,-11.49,0.0286,0.863,3.2e-05,0.25,131.91
5ypZJOJbxjaPdZXB8W7Txe,world,0.409,0.213,-12.022,0.0309,0.968,9.36e-06,0.149,125.923
5KJL8bycuiAHPGcNsJd4g3,world,0.513,0.327,-8.888,0.032,0.8,0.0,0.104,123.73
1Z4a0qV0gSJXie2252YBpm,world,0.309,0.29,-12.249,0.0353,0.737,7.01e-06,0.181,127.776
1Zm86n2tQ7o5gKgdhqAHjY,world,0.178,0.245,-11.709,0.0372,0.801,0.0,0.202,83.068
4PpHj4Th2vK4JH25eGdgxc,world,0.286,0.221,-10.412,0.0311,0.885,0.0,0.145,78.867
3pFZMAJu3uku6bs9OZkM8Z,world,0.621,0.15,-12.71,0.0331,0.935,0.0,0.327,115.947
7rT4buDdOK7PBjEtCHEgRN,world,0.468,0.503,-7.932,0.0291,0.45,0.0,0.145,145.002
696A5j1OeWtJhvBVgR2uh4,world,0.422,0.58,-6.466,0.0337,0.0565,0.0,0.148,144.901
69fGNU7hxqWXBLHXhrbGjc,world,0.511,0.684,-6.136,0.0315,0.0927,3.29e-06,0.252,143.828
1jQXhjHKv4BaPdvHAaKIZO,world,0.384,0.521,-7.77,0.0389,0.218,0.0,0.102,134.692
2tdMLORGxRj9IUDsSoSlZ3,world,0.291,0.36,-9.364,0.035,0.63,0.0,0.103,138.136
1zZ9eHeIQuufBgUd8rnkRf,world,0.456,0.735,-7.155,0.0437,0.139,0.0,0.161,143.923
5qcZbwkBdw1Dj5OmYvHQIk,world,0.311,0.572,-6.746,0.0403,0.255,1.7e-05,0.171,128.689
50y4qZAaernwBSJrcA06BO,world,0.486,0.553,-8.314,0.0349,0.525,2.71e-05,0.204,133.762
00Bjvg4x7YpjFfwoAuRxmk,world,0.348,0.441,-8.661,0.0311,0.264,0.00019,0.0552,139.923
0jr0DsI1ssVJ78Vbb6ORiD,world,0.531,0.197,-11.771,0.0279,0.865,0.0,0.154,133.116
2dVOLlWOTGsTvo4akH3OcV,world,0.468,0.548,-7.279,0.0265,0.0923,1.51e-05,0.118,144.069
1sbkOobBdIVVUJ6xD9dc38,world,0.449,0.674,-6.433,0.0488,0.0508,0.0,0.101,130.018
5dBJ8SrefleHlTuFTb8V71,world,0.598,0.422,-10.725,0.0342,0.834,9.05e-06,0.0888,113.93
2vM5AUB7xhMtSYlnTsjHEP,world,0.487,0.166,-12.712,0.0317,0.931,2.23e-06,0.182,137.862
6KOfry5vZEK3jFNMTjz7xz,world,0.302,0.51,-8.96,0.0353,0.079,0.0011,0.0768,148.041
4sx0RYOa7UYLuoMqFt7Rf9,world,0.533,0.789,-6.616,0.0379,0.048,1.32e-05,0.307,107.037
18Kt9lI9qQK5hUHtaIPOP2,world,0.388,0.566,-8.316,0.0332,0.269,1.2e-06,0.17,144.914
6WUwmKUfTF12jlJ2ll1aW5,world,0.368,0.672,-7.597,0.0402,0.00269,0.0,0.165,145.114
6p9Frj8pPOCWol6HMFihSs,world,0.44,0.702,-6.759,0.0325,0.0197,3.79e-05,0.295,143.99
5DWuh0oKJfcpabhzAMbXOM,world,0.375,0.508,-9.399,0.0335,0.115,2.04e-06,0.124,135.024
7lDJ7G33ZjAvrltEyW6IE9,world,0.267,0.382,-9.899,0.0378,0.478,4.2e-06,0.148,138.532
6oSlOYWUNefvK1CMJ6dbk1,world,0.347,0.756,-7.491,0.0598,0.00198,0.0,0.266,143.897
4wiv0itDHcgSB8IjOxn4SA,world,0.274,0.573,-7.881,0.0391,0.0604,1.2e-06,0.223,126.319
0mhKPUIHNEz4tuWNxNEqCS,world,0.462,0.613,-8.559,0.0328,0.254,7.74e-05,0.259,133.851
1uSFD6S1LicifW8rDNINOv,world,0.297,0.477,-9.394,0.0339,0.0556,1.42e-05,0.0609,140.038
7mZQL5rMd6BwppELobLMpI,world,0.199,0.277,-10.719,0.0327,0.843,0.0,0.142,89.074
4eJ2IvNMxYUvOHkZBj260r,world,0.414,0.555,-8.017,0.0272,0.0555,1.54e-05,0.161,144.078
63fXAgIRYQ0bnTRGRDCjQ6,world,0.281,0.627,-8.831,0.0602,0.00791,0.0,0.17,129.988
6r0ZHBrnN30QZiO2r5vc5i,world,0.332,0.499,-10.858,0.044,0.777,0.0,0.0972,113.471
1IFl2lBPCV57ZG0Dzs7lPb,world,0.317,0.176,-11.886,0.0332,0.852,0.0,0.149,133.3
0Aa9storemJMkPbFnLH8jE,world,0.254,0.527,-9.225,0.0395,0.0327,3.21e-05,0.1,147.561
1zpReV30DCf6p5cnMgo3Hs,world,0.489,0.828,-7.277,0.0512,0.0123,0.00015,0.272,106.974
6r0WuK50Lpu9u460x84oBn,world,0.36,0.608,-7.811,0.0309,0.065,0.0,0.21,144.004
2P73vbxd9beTJUYpkHl0O1,world,0.407,0.743,-5.951,0.0364,0.00726,0.0,0.148,143.843
64nXCNi7Ct1wi5Q6VROGAF,world,0.536,0.686,-7.188,0.0333,0.00222,3.11e-05,0.256,122.017
1zhp0SM5CkGUdoCFagzVPe,world,0.276,0.507,-8.25,0.0326,0.154,0.0,0.186,73.98
1pPRYJX9WM9eV9dn2eayzy,world,0.503,0.747,-7.591,0.0285,0.0795,2.72e-05,0.189,132.001
2YRx8jviX9HnvxD0uDIOma,world,0.314,0.634,-7.168,0.0344,0.0207,7.52e-05,0.172,143.992
7o7CQsTMbURZUV61wh3kSP,world,0.278,0.0433,-21.745,0.0434,0.95,0.0257,0.11,123.336
72SrSfTI6p9HCBuVKmCNu9,world,0.328,0.845,-6.606,0.0407,0.000227,0.0,0.282,149.773
1VNP6bgTcqE6cxkU8Zpy21,world,0.593,0.625,-7.11,0.0291,0.015,0.000108,0.229,127.007
3B93Fcgqt1sJMW7mI1FxWs,world,0.481,0.64,-6.802,0.0294,0.0745,0.0,0.41,153.94
76WglnvdXfkChPTxJi6XTN,world,0.211,0.386,-8.457,0.0309,0.224,0.0,0.229,141.302
0izIQ89O32lvtMg2vBRM5u,world,0.366,0.718,-7.026,0.0316,0.066,2.12e-05,0.219,136.096
3rNHZR5cgjUt7pVHck7WHN,world,0.356,0.428,-7.992,0.0285,0.0747,0.0,0.216,144.044
1jt1m3be7XWV5LYoCFkfTV,world,0.343,0.487,-7.284,0.0287,0.162,0.0,0.137,159.958
7K29gj3BHWMujQMiMV6aKr,world,0.425,0.546,-6.91,0.0298,0.00575,0.0,0.364,139.781
4ECDvXMDVz3nUXfZOqF9j2,world,0.282,0.775,-5.33,0.0446,0.00428,0.0,0.224,82.702
22jFu7xj9INOeERWB96UUf,world,0.214,0.281,-9.659,0.0304,0.163,0.0,0.118,153.944
0HtWxjydJ3pEwT5nHJxxZ1,world,0.398,0.208,-10.525,0.0394,0.953,6.26e-06,0.132,129.682
6CdzB6ZB5Af8wfAfAAQwaq,world,0.326,0.161,-12.798,0.0366,0.956,7.26e-06,0.177,131.952
1O6OPFAXdTdjHtT7Z2Hlt8,world,0.37,0.119,-11.513,0.0392,0.953,1.97e-06,0.183,110.424
2soQW3y7DwZIPH4fS5av1W,world,0.318,0.209,-10.664,0.0295,0.934,0.0,0.365,90.336
2NLGDqOvvIU1ZNzAFHeVcO,world,0.585,0.113,-14.884,0.0335,0.921,0.0,0.224,138.186
2uKwH2Wc0vtVXrRieOMxlu,world,0.208,0.162,-10.884,0.0355,0.903,6.66e-05,0.113,93.987
71dLJx3qHOTQMTvvoE2dmd,world,0.515,0.0736,-15.492,0.031,0.975,0.000261,0.0684,109.964
3b33bfDltSwUZZ8KEdho9r,world,0.33,0.263,-11.558,0.0375,0.943,6.97e-06,0.183,79.08
4CRpdC7nLaB8mKXfaKtH37,world,0.398,0.255,-11.867,0.0385,0.927,0.0,0.182,129.429
63Ewmqu1gZ7ZaQ5Q4mnuXz,world,0.491,0.197,-11.346,0.0303,0.93,2.77e-05,0.167,127.904
5cebPQVq4mdFykugzU2LfU,world,0.186,0.0916,-17.125,0.0381,0.885,0.00027,0.0489,168.926
2Gpk1rtu5wVUCMQH86kErs,world,0.553,0.127,-13.067,0.0336,0.953,0.0,0.178,118.003
0E3EOUKG8t3mwDSxhPdZCt,world,0.419,0.236,-11.821,0.0427,0.469,0.942,0.0381,120.037
4VB43SPyiTaV9FfXH6522J,world,0.468,0.624,-8.704,0.031,0.115,0.933,0.0738,139.943
2C5WGOg1zIxkUnKP3mY6go,world,0.431,0.391,-11.87,0.031,0.883,0.915,0.0754,127.877
3TT3siEMa7C2dVxWRpxYte,world,0.494,0.24,-17.007,0.0346,0.976,0.958,0.0396,120.018
5buyP9nH9G610alCT0cMuL,world,0.46,0.42,-12.771,0.0353,0.801,0.941,0.166,124.007
10ctzAo3GIjHrBgKZLUAAL,world,0.524,0.563,-11.185,0.0266,0.575,0.89,0.212,140.031
3GhcCRGNBimKvxIQAgw4fk,world,0.52,0.297,-17.103,0.0262,0.93,0.946,0.54,145.03
0tpxH5VD5iJCiFzPlVvKuq,world,0.572,0.587,-9.854,0.0268,0.524,0.943,0.37,145.003
4cMLthbMtEEghWm4C6jkfO,world,0.465,0.539,-7.049,0.0269,0.439,0.921,0.126,75.015
719W0y6H9kgUj6swb1X2Xr,world,0.102,0.286,-14.127,0.0381,0.915,0.715,0.0717,68.935
2cRuKms4egHwED1iCG1AZV,world,0.669,0.696,-8.125,0.0342,0.35,0.927,0.247,119.994
4EtLpXXJJQDube3T2lNTeH,world,0.579,0.661,-9.846,0.0348,0.236,0.929,0.116,97.99
3a3lLI0ZQQ9GjFVAAMMmuN,world,0.179,0.401,-15.3,0.0423,0.931,0.831,0.121,147.758
54NP5PvfFCUSj2ytA7iaT2,world,0.486,0.651,-8.757,0.0281,0.326,0.938,0.185,148.018
5xW6Gs4ZKePJOZguvG6RV8,world,0.179,0.719,-9.478,0.0373,0.00305,0.928,0.147,82.072
2aqo6Qg2bxLHGQtZlrgUaJ,world,0.338,0.35,-20.172,0.0505,0.977,0.967,0.219,200.122
33VLrOZbnbz5pGSY2neHyO,world,0.277,0.518,-13.961,0.0338,0.53,0.884,0.0746,88.447
0HLcJ60sPDOl6cn7BIKePt,world,0.152,0.465,-8.798,0.032,0.297,0.94,0.0564,159.955
1IYcZ692RWOq5Qb4BPuqAR,world,0.173,0.0831,-22.811,0.0496,0.714,0.907,0.0393,119.522
6RjPeSyTInfDrkfOdKHUXa,world,0.313,0.65,-6.335,0.0322,0.000683,0.0,0.112,142.029
6WKuSzf43qb9uBVPsLhaXs,world,0.336,0.697,-5.03,0.0339,3.07e-05,0.0,0.125,138.122
2FsBajI0R7U6Ti3rkTVclj,world,0.466,0.791,-5.048,0.0366,0.00216,4.12e-06,0.238,146.0
4TQkVjGn9RUAQ2lSuresCO,world,0.467,0.806,-5.171,0.038,0.0357,0.0,0.365,145.067
38e9daXegEIuNlP7lMII4Z,world,0.408,0.56,-7.162,0.0341,0.00436,0.0,0.14,144.075
2OgtKjLpPrLwRNcEULwSSv,world,0.458,0.729,-6.294,0.0389,0.0013,0.0,0.175,122.955
6EGmgCVPMQeW1nZh54tmIN,world,0.287,0.64,-6.318,0.0335,0.00583,1.39e-05,0.041,146.378
7JdGpxb7HAnDHKCdimfQRs,world,0.418,0.477,-6.445,0.033,0.00132,3.31e-06,0.113,115.872
4KLHQuTX8pBa4VKSVgR821,world,0.451,0.631,-6.236,0.0297,0.0363,0.000241,0.173,141.897
3RqGiaQ6qdxwcmlcSijDju,world,0.494,0.571,-8.775,0.0335,0.00885,3.07e-05,0.154,110.608
2WjFK2tDWdrnoFA07SNww1,world,0.399,0.621,-7.316,0.0355,0.00577,7.13e-06,0.119,79.991
6OwKh6F0GrO7Yx2Nth8qkC,world,0.364,0.562,-7.105,0.0349,0.0124,1.59e-05,0.234,148.074
5MPL8832azIUwbMJZqng5Q,world,0.238,0.689,-5.346,0.0363,0.00494,0.00063,0.329,138.867
3BmA9DvlhZRuTrGAR8DVUH,world,0.167,0.5,-7.785,0.0319,0.00592,0.00087,0.0484,142.053
0YxrPdW9NpNFtqh7Fw0rva,world,0.452,0.866,-4.431,0.04,0.0041,0.0,0.291,81.972
1gj9poFl2mLKkguqWo5Y1i,world,0.466,0.67,-4.701,0.0297,0.155,0.0,0.395,126.142
7mD7yAQm4GcifSnWqJdZHi,world,0.37,0.831,-4.484,0.0442,0.0129,0.000122,0.185,148.008
73thBYypIRDkDz9Fw1kgCN,world,0.426,0.829,-4.075,0.0334,0.118,0.0,0.524,144.834
42bdU7oDyRvyRXaKbUrtfu,world,0.418,0.786,-5.257,0.0471,0.0105,0.0,0.0656,139.92
0qNABLLl9d3gNruV7is7tM,world,0.45,0.613,-6.539,0.0293,0.0288,0.0,0.23,144.032
3gSp7wFRqSkOEBm4pDAWYP,world,0.383,0.836,-4.788,0.0468,0.101,0.0,0.26,146.052
3QdFLmCe9vwKSwCEhUP7hd,world,0.386,0.929,-4.513,0.0494,0.00331,0.0,0.457,154.063
0bdarNTuFBJFI90Q9KXyYu,world,0.44,0.858,-4.857,0.0506,0.00568,0.0,0.357,108.016
0YUZcMXrNw99Q0gGcHpqHy,world,0.442,0.724,-4.878,0.0329,0.177,0.0,0.232,108.072
3Fj5BSz0G3EonZGiV0FGv2,world,0.148,0.684,-5.617,0.0377,0.138,0.0,0.262,44.136
0jN5Bz1bXX0AJJbJoCOAfd,world,0.488,0.709,-6.272,0.0356,0.0207,0.0,0.223,136.024
7FoR7NSegGv5kTSMhNC2sn,world,0.386,0.67,-6.817,0.0387,0.087,0.0,0.214,143.842
2y5w00ZbmGhfp1bQytUtDE,world,0.394,0.627,-6.707,0.0322,0.25,0.0,0.237,153.939
6jH8Swjc3mryJlnGwPlGPm,world,0.217,0.448,-10.061,0.0322,0.0368,1.16e-05,0.0626,121.982
76BHmT2sUm6yjo9TivNRda,world,0.252,0.462,-9.05,0.0334,0.0135,0.0,0.0604,110.243
2O7N84fjQK0c3dRTAdndQk,world,0.335,0.648,-7.793,0.0378,0.0312,0.0,0.0799,79.998
3erH1jt2kFCJAXtaScDCe8,world,0.391,0.712,-6.946,0.0346,0.0351,0.0,0.114,86.988
7eFWdmQyOcFmPLLd3OUMv1,world,0.277,0.358,-12.431,0.0323,0.265,0.886,0.0841,134.058
5yHC5TI4GAuKaeNYgCpLju,world,0.25,0.149,-10.948,0.0352,0.729,1.04e-06,0.0716,108.737
4hirhjo8hDHp47oGsOXsQO,world,0.271,0.48,-9.215,0.0283,0.0533,2.61e-05,0.113,147.969
6bhtfbQgEI0ijAyVaK0eAs,world,0.247,0.654,-9.634,0.0369,0.00287,1.3e-06,0.0747,167.282
34TaDA5GzARZZ8Ksmn7Mmm,world,0.261,0.519,-9.191,0.0302,0.0225,3.93e-06,0.0824,141.946
4AUViks2VmvRR44fPmMxno,world,0.307,0.426,-9.356,0.0307,0.054,0.0,0.0821,143.407
6HAjmwpuDZV3sxR8bbD9JL,world,0.372,0.663,-8.166,0.0331,0.00295,5.78e-06,0.183,142.833
2HvX1XCJrpckOrYmoCRrUG,world,0.315,0.268,-10.265,0.0335,0.424,1.84e-05,0.0964,114.718
7M7GG6xtwCrtBgetoWcDsw,world,0.224,0.399,-11.266,0.0328,0.403,0.899,0.0474,57.824
5pnGeK0thAFqmNEahyCXrj,world,0.26,0.272,-13.117,0.0328,0.814,0.955,0.0382,72.848
15LGKUgpAFUjQznIhE6Y2I,world,0.33,0.279,-12.1,0.034,0.0232,0.409,0.0535,122.041
66oztzh2ld20hOJGAGEFZ0,world,0.306,0.265,-12.283,0.032,0.828,0.951,0.0358,71.994
64D0SGzh94QWqexvxmiRlM,world,0.439,0.714,-9.822,0.0501,0.0399,0.805,0.0878,139.982
5vSn7cez6L315tShBVOFPE,world,0.351,0.466,-9.374,0.0315,0.276,0.882,0.0437,137.979
5wZDGb6knlJSMRVIpnROCb,world,0.43,0.263,-11.654,0.0274,0.28,0.902,0.106,75.014
3xgGQ9zNAr62qLaqJ66Zi0,world,0.0704,0.229,-12.076,0.0372,0.701,0.773,0.0378,74.512
1ZSUN5B7rQL3ezWaizAwzt,world,0.166,0.311,-11.721,0.0347,0.632,0.897,0.0577,131.1
7ph250c2s06TIsL18QceuA,world,0.429,0.287,-13.017,0.0337,0.718,0.927,0.0883,123.976
13t0zj4RPKM1asysCWgRaU,world,0.376,0.467,-8.251,0.0292,0.0192,7.75e-05,0.0764,149.985
5iGxjtty6IoY4M8y64qwp9,world,0.38,0.582,-7.471,0.0308,0.0215,0.0,0.134,139.791
